"Estacion","Fecha","Temp_max","Temp_min","Cantidad_ml"
"10,131","23/09/2011 ",19,1,NA
"10,131","24/09/2011 ",26,6,NA
"10,131","25/09/2011 ",28,10,NA
"10,131","26/09/2011 ",26,13,NA
"10,131","27/09/2011 ",30,13,NA
"10,131","28/09/2011 ",33,13,NA
"10,131","29/09/2011 ",25,13,NA
"10,131","30/09/2011 ",27,11,NA
"10,131","01/10/2011 ",25,10,NA
"10,131","02/10/2011 ",21,10,NA
"10,131","03/10/2011 ",24,8,NA
"10,131","04/10/2011 ",27,11,NA
"10,131","05/10/2011 ",28,13,NA
"10,131","06/10/2011 ",29,14,NA
"10,131","07/10/2011 ",23,12,2.3
"10,131","08/10/2011 ",16,7,NA
"10,131","09/10/2011 ",22,4,NA
"10,131","10/10/2011 ",26,7,NA
"10,131","11/10/2011 ",24,12,NA
"10,131","12/10/2011 ",19,11,NA
"10,131","13/10/2011 ",20,11,0
"10,131","14/10/2011 ",23,11,NA
"10,131","15/10/2011 ",29,8,NA
"10,131","16/10/2011 ",23,14,NA
"10,131","17/10/2011 ",22,12,NA
"10,131","18/10/2011 ",26,13,NA
"10,131","19/10/2011 ",31,13,NA
"10,131","20/10/2011 ",34,14,NA
"10,131","21/10/2011 ",32,16,NA
"10,131","22/10/2011 ",27,16,NA
"10,131","23/10/2011 ",24,13,10.1
"10,131","24/10/2011 ",22,13,1.3
"10,131","25/10/2011 ",22,11,0
"10,131","26/10/2011 ",20,13,NA
"10,131","27/10/2011 ",25,13,NA
"10,131","28/10/2011 ",24,13,NA
"10,131","29/10/2011 ",24,14,NA
"10,131","30/10/2011 ",28,11,NA
"10,131","31/10/2011 ",30,14,NA
"10,131","01/11/2011 ",30,15,NA
"10,131","02/11/2011 ",32,16,NA
"10,131","03/11/2011 ",30,18,NA
"10,131","04/11/2011 ",30,20,NA
"10,131","05/11/2011 ",31,15,NA
"10,131","06/11/2011 ",37,17,NA
"10,131","07/11/2011 ",32,22,NA
"10,131","08/11/2011 ",31,19,NA
"10,131","09/11/2011 ",32,16,NA
"10,131","10/11/2011 ",24,9,NA
"10,131","11/11/2011 ",30,12,NA
"10,131","12/11/2011 ",31,15,39.7
"10,131","13/11/2011 ",23,13,12
"10,131","14/11/2011 ",26,14,NA
"10,131","15/11/2011 ",28,14,0
"10,131","16/11/2011 ",24,18,5.9
"10,131","17/11/2011 ",25,15,NA
"10,131","18/11/2011 ",29,17,0.5
"10,131","19/11/2011 ",26,17,NA
"10,131","20/11/2011 ",22,13,15
"10,131","21/11/2011 ",27,12,NA
"10,131","22/11/2011 ",33,13,NA
"10,131","23/11/2011 ",33,16,NA
"10,131","24/11/2011 ",33,21,NA
"10,131","25/11/2011 ",30,20,NA
"10,131","26/11/2011 ",28,22,NA
"10,131","27/11/2011 ",34,18,NA
"10,131","28/11/2011 ",31,23,NA
"10,131","29/11/2011 ",33,20,NA
"10,131","30/11/2011 ",30,16,NA
"10,131","01/12/2011 ",31,14,NA
"10,131","02/12/2011 ",32,17,NA
"10,131","03/12/2011 ",34,19,0
"10,131","04/12/2011 ",30,18,NA
"10,131","05/12/2011 ",28,17,0
"10,131","06/12/2011 ",29,17,NA
"10,131","07/12/2011 ",32,16,NA
"10,131","08/12/2011 ",31,18,NA
"10,131","09/12/2011 ",34,17,NA
"10,131","10/12/2011 ",35,20,NA
"10,131","11/12/2011 ",30,22,NA
"10,131","12/12/2011 ",28,18,NA
"10,131","13/12/2011 ",33,15,NA
"10,131","14/12/2011 ",31,18,NA
"10,131","15/12/2011 ",31,18,NA
"10,131","16/12/2011 ",30,19,NA
"10,131","17/12/2011 ",35,19,NA
"10,131","18/12/2011 ",35,20,0.4
"10,131","19/12/2011 ",36,24,NA
"10,131","20/12/2011 ",36,25,NA
"10,131","21/12/2011 ",34,24,NA
"10,131","22/12/2011 ",30,20,NA
"10,131","23/12/2011 ",26,16,NA
"10,131","24/12/2011 ",27,13,NA
"10,131","25/12/2011 ",31,13,NA
"10,131","26/12/2011 ",34,16,NA
"10,131","27/12/2011 ",37,22,0
"10,131","28/12/2011 ",35,25,1
"10,131","29/12/2011 ",34,18,NA
"10,131","30/12/2011 ",34,23,NA
"10,131","31/12/2011 ",37,22,NA
"10,131","01/01/2012 ",40,23,NA
"10,131","02/01/2012 ",40,22,NA
"10,131","03/01/2012 ",38,26,NA
"10,131","04/01/2012 ",34,25,NA
"10,131","05/01/2012 ",35,21,NA
"10,131","06/01/2012 ",38,21,0.8
"10,131","07/01/2012 ",36,21,NA
"10,131","08/01/2012 ",40,21,NA
"10,131","09/01/2012 ",38,24,NA
"10,131","10/01/2012 ",34,24,NA
"10,131","11/01/2012 ",29,19,NA
"10,131","12/01/2012 ",35,18,NA
"10,131","13/01/2012 ",37,19,NA
"10,131","14/01/2012 ",38,22,NA
"10,131","15/01/2012 ",39,22,5.5
"10,131","16/01/2012 ",32,17,0.2
"10,131","17/01/2012 ",28,19,0
"10,131","18/01/2012 ",30,19,NA
"10,131","19/01/2012 ",33,18,NA
"10,131","20/01/2012 ",32,20,NA
"10,131","21/01/2012 ",30,19,NA
"10,131","22/01/2012 ",30,20,NA
"10,131","23/01/2012 ",27,18,20
"10,131","24/01/2012 ",27,16,NA
"10,131","25/01/2012 ",28,18,NA
"10,131","26/01/2012 ",33,17,NA
"10,131","27/01/2012 ",35,20,NA
"10,131","28/01/2012 ",36,21,NA
"10,131","29/01/2012 ",36,22,NA
"10,131","30/01/2012 ",33,25,7
"10,131","31/01/2012 ",31,14,NA
"10,131","01/02/2012 ",28,18,NA
"10,131","02/02/2012 ",30,17,0.3
"10,131","03/02/2012 ",34,18,NA
"10,131","04/02/2012 ",34,22,NA
"10,131","05/02/2012 ",34,23,NA
"10,131","06/02/2012 ",30,22,NA
"10,131","07/02/2012 ",35,24,4.5
"10,131","08/02/2012 ",32,19,NA
"10,131","09/02/2012 ",30,20,NA
"10,131","10/02/2012 ",32,17,NA
"10,131","11/02/2012 ",35,18,NA
"10,131","12/02/2012 ",36,21,0
"10,131","13/02/2012 ",32,18,NA
"10,131","14/02/2012 ",31,21,6.5
"10,131","15/02/2012 ",32,20,13.4
"10,131","16/02/2012 ",33,20,0.5
"10,131","17/02/2012 ",32,22,NA
"10,131","18/02/2012 ",32,21,6
"10,131","19/02/2012 ",27,17,NA
"10,131","20/02/2012 ",29,17,NA
"10,131","21/02/2012 ",30,21,NA
"10,131","22/02/2012 ",32,16,4.5
"10,131","23/02/2012 ",25,16,NA
"10,131","24/02/2012 ",32,16,NA
"10,131","25/02/2012 ",28,19,NA
"10,131","26/02/2012 ",28,20,NA
"10,131","27/02/2012 ",33,14,NA
"10,131","28/02/2012 ",30,21,0
"10,131","29/02/2012 ",25,16,NA
"10,131","01/03/2012 ",28,10,NA
"10,131","02/03/2012 ",30,12,NA
"10,131","03/03/2012 ",33,16,NA
"10,131","04/03/2012 ",35,18,NA
"10,131","05/03/2012 ",32,20,NA
"10,131","06/03/2012 ",25,19,NA
"10,131","07/03/2012 ",31,18,NA
"10,131","08/03/2012 ",34,21,NA
"10,131","09/03/2012 ",35,22,0
"10,131","10/03/2012 ",31,26,1
"10,131","11/03/2012 ",34,18,NA
"10,131","12/03/2012 ",28,22,NA
"10,131","13/03/2012 ",27,18,NA
"10,131","14/03/2012 ",25,17,NA
"10,131","15/03/2012 ",32,17,NA
"10,131","16/03/2012 ",33,17,NA
"10,131","17/03/2012 ",33,19,NA
"10,131","18/03/2012 ",33,18,NA
"10,131","19/03/2012 ",27,20,NA
"10,131","20/03/2012 ",23,17,0
"10,131","21/03/2012 ",28,16,NA
"10,131","22/03/2012 ",25,17,NA
"10,131","23/03/2012 ",27,17,NA
"10,131","24/03/2012 ",30,14,NA
"10,131","25/03/2012 ",27,18,NA
"10,131","26/03/2012 ",22,12,NA
"10,131","27/03/2012 ",21,11,NA
"10,131","28/03/2012 ",28,7,NA
"10,131","29/03/2012 ",30,11,NA
"10,131","30/03/2012 ",31,12,NA
"10,131","31/03/2012 ",32,16,NA
"10,131","01/04/2012 ",32,18,9.3
"10,131","02/04/2012 ",27,16,NA
"10,131","03/04/2012 ",28,12,NA
"10,131","04/04/2012 ",29,15,NA
"10,131","05/04/2012 ",25,10,NA
"10,131","06/04/2012 ",28,7,NA
"10,131","07/04/2012 ",30,10,NA
"10,131","08/04/2012 ",25,12,NA
"10,131","09/04/2012 ",24,11,NA
"10,131","10/04/2012 ",25,15,NA
"10,131","11/04/2012 ",27,14,NA
"10,131","12/04/2012 ",29,14,NA
"10,131","13/04/2012 ",28,15,0.5
"10,131","14/04/2012 ",24,15,NA
"10,131","15/04/2012 ",26,13,NA
"10,131","16/04/2012 ",24,12,NA
"10,131","17/04/2012 ",22,15,NA
"10,131","18/04/2012 ",28,13,NA
"10,131","19/04/2012 ",24,18,NA
"10,131","20/04/2012 ",27,12,NA
"10,131","21/04/2012 ",21,14,NA
"10,131","22/04/2012 ",19,6,NA
"10,131","23/04/2012 ",18,8,NA
"10,131","24/04/2012 ",20,10,NA
"10,131","25/04/2012 ",20,12,3.4
"10,131","26/04/2012 ",15,8,0.2
"10,131","27/04/2012 ",8,5,0.3
"10,131","28/04/2012 ",11,4,NA
"10,131","29/04/2012 ",17,0,NA
"10,131","30/04/2012 ",20,2,NA
"10,131","01/05/2012 ",20,5,NA
"10,131","02/05/2012 ",23,5,NA
"10,131","03/05/2012 ",23,7,NA
"10,131","04/05/2012 ",24,9,NA
"10,131","05/05/2012 ",25,9,NA
"10,131","06/05/2012 ",25,9,NA
"10,131","07/05/2012 ",22,13,NA
"10,131","08/05/2012 ",20,14,NA
"10,131","09/05/2012 ",22,9,NA
"10,131","10/05/2012 ",20,10,NA
"10,131","11/05/2012 ",23,6,NA
"10,131","12/05/2012 ",15,4,NA
"10,131","13/05/2012 ",20,3,NA
"10,131","14/05/2012 ",21,4,NA
"10,131","15/05/2012 ",21,4,NA
"10,131","16/05/2012 ",21,6,NA
"10,131","17/05/2012 ",19,5,NA
"10,131","18/05/2012 ",17,9,NA
"10,131","19/05/2012 ",18,5,NA
"10,131","20/05/2012 ",14,8,NA
"10,131","21/05/2012 ",16,7,NA
"10,131","22/05/2012 ",18,2,NA
"10,131","23/05/2012 ",18,4,NA
"10,131","24/05/2012 ",17,5,NA
"10,131","25/05/2012 ",16,4,NA
"10,131","26/05/2012 ",16,8,0
"10,131","27/05/2012 ",29,10,NA
"10,131","28/05/2012 ",19,10,NA
"10,131","29/05/2012 ",22,8,NA
"10,131","30/05/2012 ",21,7,NA
"10,131","31/05/2012 ",21,4,NA
"10,131","01/06/2012 ",20,5,NA
"10,131","02/06/2012 ",24,8,NA
"10,131","03/06/2012 ",17,8,NA
"10,131","04/06/2012 ",12,5,NA
"10,131","05/06/2012 ",16,-3,NA
"10,131","06/06/2012 ",9,-4,NA
"10,131","07/06/2012 ",11,-4,NA
"10,131","08/06/2012 ",12,-4,NA
"10,131","09/06/2012 ",9,-2,NA
"10,131","10/06/2012 ",19,-2,NA
"10,131","11/06/2012 ",15,0,NA
"10,131","12/06/2012 ",24,-1,NA
"10,131","13/06/2012 ",28,6,NA
"10,131","14/06/2012 ",19,9,NA
"10,131","15/06/2012 ",15,1,NA
"10,131","16/06/2012 ",9,5,NA
"10,131","17/06/2012 ",12,1,NA
"10,131","18/06/2012 ",16,-1,NA
"10,131","19/06/2012 ",19,1,NA
"10,131","20/06/2012 ",16,1,NA
"10,131","21/06/2012 ",16,3,NA
"10,131","22/06/2012 ",18,0,NA
"10,131","23/06/2012 ",21,2,NA
"10,131","24/06/2012 ",22,1,NA
"10,131","25/06/2012 ",14,1,NA
"10,131","26/06/2012 ",17,1,NA
"10,131","27/06/2012 ",19,1,NA
"10,131","28/06/2012 ",18,10,NA
"10,131","29/06/2012 ",20,4,NA
"10,131","30/06/2012 ",19,5,NA
"10,131","01/07/2012 ",20,5,0.2
"10,131","02/07/2012 ",17,1,0.2
"10,131","03/07/2012 ",11,-4,NA
"10,131","04/07/2012 ",13,-3,NA
"10,131","05/07/2012 ",9,0,NA
"10,131","06/07/2012 ",12,-3,NA
"10,131","07/07/2012 ",13,-4,NA
"10,131","08/07/2012 ",18,-3,NA
"10,131","09/07/2012 ",15,-1,NA
"10,131","10/07/2012 ",10,1,NA
"10,131","11/07/2012 ",15,-3,NA
"10,131","12/07/2012 ",19,3,NA
"10,131","13/07/2012 ",18,1,NA
"10,131","14/07/2012 ",14,6,NA
"10,131","15/07/2012 ",12,1,NA
"10,131","16/07/2012 ",15,-1,NA
"10,131","17/07/2012 ",18,0,NA
"10,131","18/07/2012 ",20,0,NA
"10,131","19/07/2012 ",20,3,NA
"10,131","20/07/2012 ",20,4,NA
"10,131","21/07/2012 ",19,8,NA
"10,131","22/07/2012 ",18,3,NA
"10,131","23/07/2012 ",19,2,NA
"10,131","24/07/2012 ",14,5,NA
"10,131","25/07/2012 ",15,-1,NA
"10,131","26/07/2012 ",14,3,NA
"10,131","27/07/2012 ",16,-2,NA
"10,131","28/07/2012 ",19,-1,NA
"10,131","29/07/2012 ",14,0,NA
"10,131","30/07/2012 ",12,-2,NA
"10,131","31/07/2012 ",14,-1,NA
"10,131","01/08/2012 ",16,-2,NA
"10,131","02/08/2012 ",18,-2,NA
"10,131","03/08/2012 ",15,9,NA
"10,131","04/08/2012 ",16,4,NA
"10,131","05/08/2012 ",18,3,NA
"10,131","06/08/2012 ",15,5,3.5
"10,131","07/08/2012 ",16,5,NA
"10,131","08/08/2012 ",22,3,NA
"10,131","09/08/2012 ",23,4,NA
"10,131","10/08/2012 ",18,8,NA
"10,131","11/08/2012 ",17,2,NA
"10,131","12/08/2012 ",19,1,NA
"10,131","13/08/2012 ",18,4,NA
"10,131","14/08/2012 ",19,3,NA
"10,131","15/08/2012 ",17,3,NA
"10,131","16/08/2012 ",20,7,NA
"10,131","17/08/2012 ",17,11,0
"10,131","18/08/2012 ",19,4,NA
"10,131","19/08/2012 ",20,4,NA
"10,131","20/08/2012 ",20,8,NA
"10,131","21/08/2012 ",24,6,NA
"10,131","22/08/2012 ",20,10,0
"10,131","23/08/2012 ",14,8,0.3
"10,131","24/08/2012 ",13,4,NA
"10,131","25/08/2012 ",12,6,NA
"10,131","26/08/2012 ",14,4,NA
"10,131","27/08/2012 ",17,1,NA
"10,131","28/08/2012 ",19,2,NA
"10,131","29/08/2012 ",19,4,NA
"10,131","30/08/2012 ",23,5,NA
"10,131","31/08/2012 ",24,7,NA
"10,131","01/09/2012 ",28,10,NA
"10,131","02/09/2012 ",26,13,NA
"10,131","03/09/2012 ",24,11,NA
"10,131","04/09/2012 ",20,11,0
"10,131","05/09/2012 ",16,10,15.7
"10,131","06/09/2012 ",16,10,NA
"10,131","07/09/2012 ",22,8,1.4
"10,131","08/09/2012 ",18,11,0.7
"10,131","09/09/2012 ",14,10,0
"10,131","10/09/2012 ",18,8,NA
"10,131","11/09/2012 ",23,8,NA
"10,131","12/09/2012 ",25,13,NA
"10,131","13/09/2012 ",28,11,NA
"10,131","14/09/2012 ",29,12,NA
"10,131","15/09/2012 ",25,13,NA
"10,131","16/09/2012 ",24,10,NA
"10,131","17/09/2012 ",19,12,NA
"10,131","18/09/2012 ",16,8,1.5
"10,131","19/09/2012 ",19,3,NA
"10,131","20/09/2012 ",22,7,NA
"10,131","21/09/2012 ",22,6,NA
"10,131","22/09/2012 ",24,10,NA
"10,131","23/09/2012 ",27,8,NA
"10,131","24/09/2012 ",21,13,NA
"10,131","25/09/2012 ",19,7,NA
"10,131","26/09/2012 ",22,4,NA
"10,131","27/09/2012 ",22,7,0
"10,131","28/09/2012 ",24,13,NA
"10,131","29/09/2012 ",29,10,NA
"10,131","30/09/2012 ",24,15,NA
"10,131","01/10/2012 ",19,12,NA
"10,131","02/10/2012 ",21,11,NA
"10,131","03/10/2012 ",24,8,NA
"10,131","04/10/2012 ",28,10,NA
"10,131","05/10/2012 ",22,16,0.2
"10,131","06/10/2012 ",20,11,0
"10,131","07/10/2012 ",16,10,1.4
"10,131","08/10/2012 ",19,7,NA
"10,131","09/10/2012 ",24,9,NA
"10,131","10/10/2012 ",18,12,NA
"10,131","11/10/2012 ",26,9,NA
"10,131","12/10/2012 ",28,12,NA
"10,131","13/10/2012 ",29,14,NA
"10,131","14/10/2012 ",29,16,0.2
"10,131","15/10/2012 ",24,10,NA
"10,131","16/10/2012 ",26,8,NA
"10,131","17/10/2012 ",28,11,NA
"10,131","18/10/2012 ",30,12,NA
"10,131","19/10/2012 ",28,16,0
"10,131","20/10/2012 ",24,15,NA
"10,131","21/10/2012 ",24,16,5.5
"10,131","22/10/2012 ",20,9,4
"10,131","23/10/2012 ",20,9,NA
"10,131","24/10/2012 ",25,9,0
"10,131","25/10/2012 ",28,11,NA
"10,131","26/10/2012 ",29,13,NA
"10,131","27/10/2012 ",25,18,NA
"10,131","28/10/2012 ",29,12,NA
"10,131","29/10/2012 ",28,19,NA
"10,131","30/10/2012 ",28,15,NA
"10,131","31/10/2012 ",30,14,NA
"10,131","01/11/2012 ",25,16,NA
"10,131","02/11/2012 ",32,12,NA
"10,131","03/11/2012 ",26,19,NA
"10,131","04/11/2012 ",31,17,NA
"10,131","05/11/2012 ",34,18,4
"10,131","06/11/2012 ",36,18,NA
"10,131","07/11/2012 ",36,19,NA
"10,131","08/11/2012 ",41,20,NA
"10,131","09/11/2012 ",34,16,NA
"10,131","10/11/2012 ",22,14,NA
"10,131","11/11/2012 ",26,13,NA
"10,131","12/11/2012 ",28,14,NA
"10,131","13/11/2012 ",30,16,NA
"10,131","14/11/2012 ",33,16,NA
"10,131","15/11/2012 ",34,18,NA
"10,131","16/11/2012 ",29,18,4.5
"10,131","17/11/2012 ",24,14,0.3
"10,131","18/11/2012 ",27,16,0
"10,131","19/11/2012 ",34,16,NA
"10,131","20/11/2012 ",36,22,NA
"10,131","21/11/2012 ",34,20,0.2
"10,131","22/11/2012 ",25,16,NA
"10,131","23/11/2012 ",26,13,NA
"10,131","24/11/2012 ",26,14,NA
"10,131","25/11/2012 ",32,14,NA
"10,131","26/11/2012 ",30,22,NA
"10,131","27/11/2012 ",34,18,NA
"10,131","28/11/2012 ",32,19,NA
"10,131","29/11/2012 ",26,19,0.3
"10,131","30/11/2012 ",26,13,NA
"10,131","01/12/2012 ",32,15,NA
"10,131","02/12/2012 ",36,19,NA
"10,131","03/12/2012 ",31,24,27.5
"10,131","04/12/2012 ",30,19,NA
"10,131","05/12/2012 ",35,21,NA
"10,131","06/12/2012 ",28,21,NA
"10,131","07/12/2012 ",27,14,NA
"10,131","08/12/2012 ",32,15,NA
"10,131","09/12/2012 ",38,18,NA
"10,131","10/12/2012 ",30,21,NA
"10,131","11/12/2012 ",35,15,NA
"10,131","12/12/2012 ",36,20,NA
"10,131","13/12/2012 ",32,21,NA
"10,131","14/12/2012 ",36,20,0.3
"10,131","15/12/2012 ",33,21,NA
"10,131","16/12/2012 ",36,20,NA
"10,131","17/12/2012 ",32,18,NA
"10,131","18/12/2012 ",31,15,NA
"10,131","19/12/2012 ",30,20,NA
"10,131","20/12/2012 ",26,14,NA
"10,131","21/12/2012 ",30,14,NA
"10,131","22/12/2012 ",36,18,NA
"10,131","23/12/2012 ",36,20,NA
"10,131","24/12/2012 ",44,23,NA
"10,131","25/12/2012 ",37,15,NA
"10,131","26/12/2012 ",27,14,NA
"10,131","27/12/2012 ",31,16,NA
"10,131","28/12/2012 ",32,17,NA
"10,131","29/12/2012 ",35,19,NA
"10,131","30/12/2012 ",37,20,NA
"10,131","31/12/2012 ",32,24,NA
"10,131","01/01/2013 ",26,14,NA
"10,131","02/01/2013 ",31,14,NA
"10,131","03/01/2013 ",34,16,0.6
"10,131","04/01/2013 ",32,20,NA
"10,131","05/01/2013 ",33,22,0.3
"10,131","06/01/2013 ",37,20,NA
"10,131","07/01/2013 ",36,20,NA
"10,131","08/01/2013 ",33,23,NA
"10,131","09/01/2013 ",36,20,NA
"10,131","10/01/2013 ",38,22,NA
"10,131","11/01/2013 ",38,25,22
"10,131","12/01/2013 ",36,18,NA
"10,131","13/01/2013 ",35,23,2.4
"10,131","14/01/2013 ",32,20,NA
"10,131","15/01/2013 ",36,24,NA
"10,131","16/01/2013 ",33,18,15.6
"10,131","17/01/2013 ",32,19,NA
"10,131","18/01/2013 ",32,22,0
"10,131","19/01/2013 ",30,20,0.6
"10,131","20/01/2013 ",26,17,1.8
"10,131","21/01/2013 ",27,20,0
"10,131","22/01/2013 ",32,19,NA
"10,131","23/01/2013 ",36,18,NA
"10,131","24/01/2013 ",35,20,0.3
"10,131","25/01/2013 ",32,16,NA
"10,131","26/01/2013 ",33,16,NA
"10,131","27/01/2013 ",32,20,0.2
"10,131","28/01/2013 ",31,18,NA
"10,131","29/01/2013 ",30,19,NA
"10,131","30/01/2013 ",32,20,1.9
"10,131","31/01/2013 ",34,18,NA
"10,131","01/02/2013 ",36,20,NA
"10,131","02/02/2013 ",32,21,NA
"10,131","03/02/2013 ",33,17,NA
"10,131","04/02/2013 ",36,19,NA
"10,131","05/02/2013 ",38,21,NA
"10,131","06/02/2013 ",36,24,7.5
"10,131","07/02/2013 ",36,21,NA
"10,131","08/02/2013 ",34,24,0.2
"10,131","09/02/2013 ",35,21,3
"10,131","10/02/2013 ",31,18,NA
"10,131","11/02/2013 ",34,20,NA
"10,131","12/02/2013 ",34,21,NA
"10,131","13/02/2013 ",32,22,NA
"10,131","14/02/2013 ",33,22,NA
"10,131","15/02/2013 ",36,20,0.4
"10,131","16/02/2013 ",34,18,NA
"10,131","17/02/2013 ",29,18,NA
"10,131","18/02/2013 ",24,13,NA
"10,131","19/02/2013 ",28,11,NA
"10,131","20/02/2013 ",28,16,NA
"10,131","21/02/2013 ",31,18,NA
"10,131","22/02/2013 ",34,18,NA
"10,131","23/02/2013 ",33,18,NA
"10,131","24/02/2013 ",30,20,NA
"10,131","25/02/2013 ",27,15,NA
"10,131","26/02/2013 ",29,14,NA
"10,131","27/02/2013 ",34,15,NA
"10,131","28/02/2013 ",34,18,NA
"10,131","01/03/2013 ",29,21,NA
"10,131","02/03/2013 ",26,12,NA
"10,131","03/03/2013 ",24,13,NA
"10,131","04/03/2013 ",28,14,NA
"10,131","05/03/2013 ",32,13,NA
"10,131","06/03/2013 ",32,18,NA
"10,131","07/03/2013 ",28,17,NA
"10,131","08/03/2013 ",31,17,NA
"10,131","09/03/2013 ",33,19,0.3
"10,131","10/03/2013 ",30,20,NA
"10,131","11/03/2013 ",30,15,NA
"10,131","12/03/2013 ",28,16,NA
"10,131","13/03/2013 ",24,12,0.8
"10,131","14/03/2013 ",13,9,0
"10,131","15/03/2013 ",12,9,0.3
"10,131","16/03/2013 ",16,11,NA
"10,131","17/03/2013 ",22,12,NA
"10,131","18/03/2013 ",22,15,0
"10,131","19/03/2013 ",24,16,1.3
"10,131","20/03/2013 ",28,13,NA
"10,131","21/03/2013 ",23,15,NA
"10,131","22/03/2013 ",27,14,NA
"10,131","23/03/2013 ",30,16,0
"10,131","24/03/2013 ",29,18,0.8
"10,131","25/03/2013 ",24,17,NA
"10,131","26/03/2013 ",28,11,NA
"10,131","27/03/2013 ",31,15,NA
"10,131","28/03/2013 ",30,14,NA
"10,131","29/03/2013 ",31,16,NA
"10,131","30/03/2013 ",30,16,12.5
"10,131","31/03/2013 ",25,14,2.6
"10,131","01/04/2013 ",18,12,1.1
"10,131","02/04/2013 ",18,10,NA
"10,131","03/04/2013 ",20,9,NA
"10,131","04/04/2013 ",25,8,NA
"10,131","05/04/2013 ",26,10,NA
"10,131","06/04/2013 ",23,15,NA
"10,131","07/04/2013 ",24,10,NA
"10,131","08/04/2013 ",26,10,NA
"10,131","09/04/2013 ",26,13,NA
"10,131","10/04/2013 ",26,15,NA
"10,131","11/04/2013 ",22,14,NA
"10,131","12/04/2013 ",16,10,NA
"10,131","13/04/2013 ",21,5,NA
"10,131","14/04/2013 ",26,8,NA
"10,131","15/04/2013 ",28,10,NA
"10,131","16/04/2013 ",29,12,NA
"10,131","17/04/2013 ",30,12,NA
"10,131","18/04/2013 ",30,12,NA
"10,131","19/04/2013 ",29,13,NA
"10,131","20/04/2013 ",29,13,NA
"10,131","21/04/2013 ",29,12,NA
"10,131","22/04/2013 ",28,12,NA
"10,131","23/04/2013 ",27,13,NA
"10,131","24/04/2013 ",28,13,NA
"10,131","25/04/2013 ",29,13,NA
"10,131","26/04/2013 ",24,16,NA
"10,131","27/04/2013 ",20,8,NA
"10,131","28/04/2013 ",21,6,NA
"10,131","29/04/2013 ",24,8,NA
"10,131","30/04/2013 ",24,9,NA
"10,131","01/05/2013 ",25,10,NA
"10,131","02/05/2013 ",21,14,NA
"10,131","03/05/2013 ",20,10,NA
"10,131","04/05/2013 ",23,7,NA
"10,131","05/05/2013 ",24,8,NA
"10,131","06/05/2013 ",24,8,NA
"10,131","07/05/2013 ",24,7,NA
"10,131","08/05/2013 ",24,7,NA
"10,131","09/05/2013 ",25,9,NA
"10,131","10/05/2013 ",25,10,NA
"10,131","11/05/2013 ",21,12,NA
"10,131","12/05/2013 ",21,8,NA
"10,131","13/05/2013 ",20,7,NA
"10,131","14/05/2013 ",16,7,NA
"10,131","15/05/2013 ",15,3,NA
"10,131","16/05/2013 ",15,0,NA
"10,131","17/05/2013 ",16,0,2.2
"10,131","18/05/2013 ",14,8,0.7
"10,131","19/05/2013 ",18,8,NA
"10,131","20/05/2013 ",18,5,NA
"10,131","21/05/2013 ",19,4,NA
"10,131","22/05/2013 ",18,4,NA
"10,131","23/05/2013 ",21,5,NA
"10,131","24/05/2013 ",21,5,NA
"10,131","25/05/2013 ",20,4,NA
"10,131","26/05/2013 ",24,5,NA
"10,131","27/05/2013 ",18,6,NA
"10,131","28/05/2013 ",22,10,NA
"10,131","29/05/2013 ",19,3,NA
"10,131","30/05/2013 ",19,5,NA
"10,131","31/05/2013 ",24,6,NA
"10,131","01/06/2013 ",23,4,NA
"10,131","02/06/2013 ",21,8,NA
"10,131","03/06/2013 ",22,6,NA
"10,131","04/06/2013 ",24,5,NA
"10,131","05/06/2013 ",24,6,NA
"10,131","06/06/2013 ",20,6,NA
"10,131","07/06/2013 ",24,3,NA
"10,131","08/06/2013 ",19,4,NA
"10,131","09/06/2013 ",20,4,NA
"10,131","10/06/2013 ",21,4,NA
"10,131","11/06/2013 ",22,5,NA
"10,131","12/06/2013 ",24,6,NA
"10,131","13/06/2013 ",24,8,NA
"10,131","14/06/2013 ",19,12,NA
"10,131","15/06/2013 ",19,5,NA
"10,131","16/06/2013 ",14,8,NA
"10,131","17/06/2013 ",14,1,NA
"10,131","18/06/2013 ",16,0,NA
"10,131","19/06/2013 ",9,1,NA
"10,131","20/06/2013 ",13,-3,NA
"10,131","21/06/2013 ",20,-2,NA
"10,131","22/06/2013 ",14,8,NA
"10,131","23/06/2013 ",13,8,NA
"10,131","24/06/2013 ",14,2,NA
"10,131","25/06/2013 ",17,0,NA
"10,131","26/06/2013 ",16,3,NA
"10,131","27/06/2013 ",18,2,NA
"10,131","28/06/2013 ",20,6,NA
"10,131","29/06/2013 ",17,2,NA
"10,131","30/06/2013 ",14,0,NA
"10,131","01/07/2013 ",14,1,NA
"10,131","02/07/2013 ",16,1,NA
"10,131","03/07/2013 ",18,3,NA
"10,131","04/07/2013 ",13,10,NA
"10,131","05/07/2013 ",14,7,NA
"10,131","06/07/2013 ",11,2,NA
"10,131","07/07/2013 ",8,6,NA
"10,131","08/07/2013 ",10,4,NA
"10,131","09/07/2013 ",14,1,NA
"10,131","10/07/2013 ",16,4,NA
"10,131","11/07/2013 ",18,2,NA
"10,131","12/07/2013 ",18,2,NA
"10,131","13/07/2013 ",20,2,NA
"10,131","14/07/2013 ",16,7,NA
"10,131","15/07/2013 ",20,2,NA
